count,OAREA,OCITY,OPROV,DAREA,DCITY,DPROV
"51",惠山区,无锡市,江苏省,徐汇区,上海市,上海市
"53",滨湖区,无锡市,江苏省,徐汇区,上海市,上海市
"241",梁溪区,无锡市,江苏省,徐汇区,上海市,上海市
"176",新吴区,无锡市,江苏省,徐汇区,上海市,上海市
"79",江阴市,无锡市,江苏省,徐汇区,上海市,上海市
"25",宜兴市,无锡市,江苏省,徐汇区,上海市,上海市
"72",天宁区,常州市,江苏省,徐汇区,上海市,上海市
"49",钟楼区,常州市,江苏省,徐汇区,上海市,上海市
"42",新北区,常州市,江苏省,徐汇区,上海市,上海市
"39",武进区,常州市,江苏省,徐汇区,上海市,上海市
"10",金坛区,常州市,江苏省,徐汇区,上海市,上海市
"9",溧阳市,常州市,江苏省,徐汇区,上海市,上海市
"182",虎丘区,苏州市,江苏省,徐汇区,上海市,上海市
"166",吴中区,苏州市,江苏省,徐汇区,上海市,上海市
"129",相城区,苏州市,江苏省,徐汇区,上海市,上海市
"1008",姑苏区,苏州市,江苏省,徐汇区,上海市,上海市
"256",吴江区,苏州市,江苏省,徐汇区,上海市,上海市
"186",常熟市,苏州市,江苏省,徐汇区,上海市,上海市
"63",张家港市,苏州市,江苏省,徐汇区,上海市,上海市
"3314",昆山市,苏州市,江苏省,徐汇区,上海市,上海市
"515",太仓市,苏州市,江苏省,徐汇区,上海市,上海市
"108",崇川区,南通市,江苏省,徐汇区,上海市,上海市
"13",港闸区,南通市,江苏省,徐汇区,上海市,上海市
"39",通州区,南通市,江苏省,徐汇区,上海市,上海市
"16",如东县,南通市,江苏省,徐汇区,上海市,上海市
"107",启东市,南通市,江苏省,徐汇区,上海市,上海市
"29",如皋市,南通市,江苏省,徐汇区,上海市,上海市
"59",海门市,南通市,江苏省,徐汇区,上海市,上海市
"28",海安市,南通市,江苏省,徐汇区,上海市,上海市
"1",广陵区,扬州市,江苏省,徐汇区,上海市,上海市
"12",邗江区,扬州市,江苏省,徐汇区,上海市,上海市
"8",江都区,扬州市,江苏省,徐汇区,上海市,上海市
"3",宝应县,扬州市,江苏省,徐汇区,上海市,上海市
"6",仪征市,扬州市,江苏省,徐汇区,上海市,上海市
"8",高邮市,扬州市,江苏省,徐汇区,上海市,上海市
"4",京口区,镇江市,江苏省,徐汇区,上海市,上海市
"47",润州区,镇江市,江苏省,徐汇区,上海市,上海市
"37",丹徒区,镇江市,江苏省,徐汇区,上海市,上海市
"26",丹阳市,镇江市,江苏省,徐汇区,上海市,上海市
"3",扬中市,镇江市,江苏省,徐汇区,上海市,上海市
"24",句容市,镇江市,江苏省,徐汇区,上海市,上海市
"13",海陵区,泰州市,江苏省,徐汇区,上海市,上海市
"10",高港区,泰州市,江苏省,徐汇区,上海市,上海市
"9",姜堰区,泰州市,江苏省,徐汇区,上海市,上海市
"5",兴化市,泰州市,江苏省,徐汇区,上海市,上海市
"21",靖江市,泰州市,江苏省,徐汇区,上海市,上海市
"44",泰兴市,泰州市,江苏省,徐汇区,上海市,上海市
"33475",黄浦区,上海市,上海市,长宁区,上海市,上海市
"63447",徐汇区,上海市,上海市,长宁区,上海市,上海市
"49721",静安区,上海市,上海市,长宁区,上海市,上海市
"61178",普陀区,上海市,上海市,长宁区,上海市,上海市
"8462",虹口区,上海市,上海市,长宁区,上海市,上海市
"9613",杨浦区,上海市,上海市,长宁区,上海市,上海市
"97908",闵行区,上海市,上海市,长宁区,上海市,上海市
"21032",宝山区,上海市,上海市,长宁区,上海市,上海市
"36378",嘉定区,上海市,上海市,长宁区,上海市,上海市
"60091",浦东新区,上海市,上海市,长宁区,上海市,上海市
"1022",金山区,上海市,上海市,长宁区,上海市,上海市
"15357",松江区,上海市,上海市,长宁区,上海市,上海市
"22781",青浦区,上海市,上海市,长宁区,上海市,上海市
"2599",奉贤区,上海市,上海市,长宁区,上海市,上海市
"4107",崇明区,上海市,上海市,长宁区,上海市,上海市
"40",玄武区,南京市,江苏省,长宁区,上海市,上海市
"56",秦淮区,南京市,江苏省,长宁区,上海市,上海市
"24",建邺区,南京市,江苏省,长宁区,上海市,上海市
"48",鼓楼区,南京市,江苏省,长宁区,上海市,上海市
"29",浦口区,南京市,江苏省,长宁区,上海市,上海市
"22",栖霞区,南京市,江苏省,长宁区,上海市,上海市
"326",雨花台区,南京市,江苏省,长宁区,上海市,上海市
"132",江宁区,南京市,江苏省,长宁区,上海市,上海市
"5",六合区,南京市,江苏省,长宁区,上海市,上海市
"5",溧水区,南京市,江苏省,长宁区,上海市,上海市
"142",锡山区,无锡市,江苏省,长宁区,上海市,上海市
"95",惠山区,无锡市,江苏省,长宁区,上海市,上海市
"72",滨湖区,无锡市,江苏省,长宁区,上海市,上海市
"170",梁溪区,无锡市,江苏省,长宁区,上海市,上海市
"180",新吴区,无锡市,江苏省,长宁区,上海市,上海市
"99",江阴市,无锡市,江苏省,长宁区,上海市,上海市
"37",宜兴市,无锡市,江苏省,长宁区,上海市,上海市
"64",天宁区,常州市,江苏省,长宁区,上海市,上海市
"39",钟楼区,常州市,江苏省,长宁区,上海市,上海市
"95",新北区,常州市,江苏省,长宁区,上海市,上海市
"71",武进区,常州市,江苏省,长宁区,上海市,上海市
"14",金坛区,常州市,江苏省,长宁区,上海市,上海市
"9",溧阳市,常州市,江苏省,长宁区,上海市,上海市
"221",虎丘区,苏州市,江苏省,长宁区,上海市,上海市
"253",吴中区,苏州市,江苏省,长宁区,上海市,上海市
"198",相城区,苏州市,江苏省,长宁区,上海市,上海市
"1152",姑苏区,苏州市,江苏省,长宁区,上海市,上海市
"303",吴江区,苏州市,江苏省,长宁区,上海市,上海市
"266",常熟市,苏州市,江苏省,长宁区,上海市,上海市
"90",张家港市,苏州市,江苏省,长宁区,上海市,上海市
"3745",昆山市,苏州市,江苏省,长宁区,上海市,上海市
"1183",太仓市,苏州市,江苏省,长宁区,上海市,上海市
"153",崇川区,南通市,江苏省,长宁区,上海市,上海市
"12",港闸区,南通市,江苏省,长宁区,上海市,上海市
"51",通州区,南通市,江苏省,长宁区,上海市,上海市
"35",如东县,南通市,江苏省,长宁区,上海市,上海市
"171",启东市,南通市,江苏省,长宁区,上海市,上海市
"23",如皋市,南通市,江苏省,长宁区,上海市,上海市
"129",海门市,南通市,江苏省,长宁区,上海市,上海市
"25",海安市,南通市,江苏省,长宁区,上海市,上海市
"9",广陵区,扬州市,江苏省,长宁区,上海市,上海市
"18",邗江区,扬州市,江苏省,长宁区,上海市,上海市
"15",江都区,扬州市,江苏省,长宁区,上海市,上海市
"8",宝应县,扬州市,江苏省,长宁区,上海市,上海市
"4",仪征市,扬州市,江苏省,长宁区,上海市,上海市
"9",高邮市,扬州市,江苏省,长宁区,上海市,上海市
"4",京口区,镇江市,江苏省,长宁区,上海市,上海市
"71",润州区,镇江市,江苏省,长宁区,上海市,上海市
"26",丹徒区,镇江市,江苏省,长宁区,上海市,上海市
"46",丹阳市,镇江市,江苏省,长宁区,上海市,上海市
"1",扬中市,镇江市,江苏省,长宁区,上海市,上海市
"39",句容市,镇江市,江苏省,长宁区,上海市,上海市
"12",海陵区,泰州市,江苏省,长宁区,上海市,上海市
"8",高港区,泰州市,江苏省,长宁区,上海市,上海市
"11",姜堰区,泰州市,江苏省,长宁区,上海市,上海市
"6",兴化市,泰州市,江苏省,长宁区,上海市,上海市
"20",靖江市,泰州市,江苏省,长宁区,上海市,上海市
"19",泰兴市,泰州市,江苏省,长宁区,上海市,上海市
"74831",黄浦区,上海市,上海市,静安区,上海市,上海市
"42280",徐汇区,上海市,上海市,静安区,上海市,上海市
"47559",长宁区,上海市,上海市,静安区,上海市,上海市
"88542",普陀区,上海市,上海市,静安区,上海市,上海市
"61014",虹口区,上海市,上海市,静安区,上海市,上海市
"32616",杨浦区,上海市,上海市,静安区,上海市,上海市
"36110",闵行区,上海市,上海市,静安区,上海市,上海市
"93729",宝山区,上海市,上海市,静安区,上海市,上海市
"19456",嘉定区,上海市,上海市,静安区,上海市,上海市
"79118",浦东新区,上海市,上海市,静安区,上海市,上海市
"612",金山区,上海市,上海市,静安区,上海市,上海市
"9262",松江区,上海市,上海市,静安区,上海市,上海市
"6683",青浦区,上海市,上海市,静安区,上海市,上海市
"1967",奉贤区,上海市,上海市,静安区,上海市,上海市
"1285",崇明区,上海市,上海市,静安区,上海市,上海市
"106",玄武区,南京市,江苏省,静安区,上海市,上海市
"38",秦淮区,南京市,江苏省,静安区,上海市,上海市
"8",建邺区,南京市,江苏省,静安区,上海市,上海市
"147",鼓楼区,南京市,江苏省,静安区,上海市,上海市
"30",浦口区,南京市,江苏省,静安区,上海市,上海市
"67",栖霞区,南京市,江苏省,静安区,上海市,上海市
"167",雨花台区,南京市,江苏省,静安区,上海市,上海市
"72",江宁区,南京市,江苏省,静安区,上海市,上海市
"7",六合区,南京市,江苏省,静安区,上海市,上海市
"1",溧水区,南京市,江苏省,静安区,上海市,上海市
"1",高淳区,南京市,江苏省,静安区,上海市,上海市
"56",锡山区,无锡市,江苏省,静安区,上海市,上海市
"64",惠山区,无锡市,江苏省,静安区,上海市,上海市
"72",滨湖区,无锡市,江苏省,静安区,上海市,上海市
"228",梁溪区,无锡市,江苏省,静安区,上海市,上海市
"178",新吴区,无锡市,江苏省,静安区,上海市,上海市
"75",江阴市,无锡市,江苏省,静安区,上海市,上海市
"22",宜兴市,无锡市,江苏省,静安区,上海市,上海市
"76",天宁区,常州市,江苏省,静安区,上海市,上海市
"74",钟楼区,常州市,江苏省,静安区,上海市,上海市
"62",新北区,常州市,江苏省,静安区,上海市,上海市
"50",武进区,常州市,江苏省,静安区,上海市,上海市
"12",金坛区,常州市,江苏省,静安区,上海市,上海市
"6",溧阳市,常州市,江苏省,静安区,上海市,上海市
"240",虎丘区,苏州市,江苏省,静安区,上海市,上海市
"174",吴中区,苏州市,江苏省,静安区,上海市,上海市
"137",相城区,苏州市,江苏省,静安区,上海市,上海市
"1303",姑苏区,苏州市,江苏省,静安区,上海市,上海市
"140",吴江区,苏州市,江苏省,静安区,上海市,上海市
"200",常熟市,苏州市,江苏省,静安区,上海市,上海市
"68",张家港市,苏州市,江苏省,静安区,上海市,上海市
"2941",昆山市,苏州市,江苏省,静安区,上海市,上海市
"703",太仓市,苏州市,江苏省,静安区,上海市,上海市
"149",崇川区,南通市,江苏省,静安区,上海市,上海市
"10",港闸区,南通市,江苏省,静安区,上海市,上海市
"50",通州区,南通市,江苏省,静安区,上海市,上海市
"20",如东县,南通市,江苏省,静安区,上海市,上海市
"175",启东市,南通市,江苏省,静安区,上海市,上海市
"36",如皋市,南通市,江苏省,静安区,上海市,上海市
"62",海门市,南通市,江苏省,静安区,上海市,上海市
"29",海安市,南通市,江苏省,静安区,上海市,上海市
"6",广陵区,扬州市,江苏省,静安区,上海市,上海市
"7",邗江区,扬州市,江苏省,静安区,上海市,上海市
"19",江都区,扬州市,江苏省,静安区,上海市,上海市
"9",宝应县,扬州市,江苏省,静安区,上海市,上海市
"7",仪征市,扬州市,江苏省,静安区,上海市,上海市
"12",高邮市,扬州市,江苏省,静安区,上海市,上海市
"7",京口区,镇江市,江苏省,静安区,上海市,上海市
"77",润州区,镇江市,江苏省,静安区,上海市,上海市
"38",丹徒区,镇江市,江苏省,静安区,上海市,上海市
"49",丹阳市,镇江市,江苏省,静安区,上海市,上海市
"3",扬中市,镇江市,江苏省,静安区,上海市,上海市
"35",句容市,镇江市,江苏省,静安区,上海市,上海市
"8",海陵区,泰州市,江苏省,静安区,上海市,上海市
"3",高港区,泰州市,江苏省,静安区,上海市,上海市
"6",姜堰区,泰州市,江苏省,静安区,上海市,上海市
"8",兴化市,泰州市,江苏省,静安区,上海市,上海市
"31",靖江市,泰州市,江苏省,静安区,上海市,上海市
"22",泰兴市,泰州市,江苏省,静安区,上海市,上海市
"25654",黄浦区,上海市,上海市,普陀区,上海市,上海市
"29264",徐汇区,上海市,上海市,普陀区,上海市,上海市
"64530",长宁区,上海市,上海市,普陀区,上海市,上海市
"91492",静安区,上海市,上海市,普陀区,上海市,上海市
"12368",虹口区,上海市,上海市,普陀区,上海市,上海市
"11087",杨浦区,上海市,上海市,普陀区,上海市,上海市
"34333",闵行区,上海市,上海市,普陀区,上海市,上海市
"57977",宝山区,上海市,上海市,普陀区,上海市,上海市
"69496",嘉定区,上海市,上海市,普陀区,上海市,上海市
"37293",浦东新区,上海市,上海市,普陀区,上海市,上海市
"520",金山区,上海市,上海市,普陀区,上海市,上海市
"7276",松江区,上海市,上海市,普陀区,上海市,上海市
"8247",青浦区,上海市,上海市,普陀区,上海市,上海市
"1550",奉贤区,上海市,上海市,普陀区,上海市,上海市
"935",崇明区,上海市,上海市,普陀区,上海市,上海市
"165",玄武区,南京市,江苏省,普陀区,上海市,上海市
"38",秦淮区,南京市,江苏省,普陀区,上海市,上海市
"17",建邺区,南京市,江苏省,普陀区,上海市,上海市
"241",鼓楼区,南京市,江苏省,普陀区,上海市,上海市
"39",浦口区,南京市,江苏省,普陀区,上海市,上海市
"107",栖霞区,南京市,江苏省,普陀区,上海市,上海市
"172",雨花台区,南京市,江苏省,普陀区,上海市,上海市
"82",江宁区,南京市,江苏省,普陀区,上海市,上海市
"2",六合区,南京市,江苏省,普陀区,上海市,上海市
"3",溧水区,南京市,江苏省,普陀区,上海市,上海市
"2",高淳区,南京市,江苏省,普陀区,上海市,上海市
"91",锡山区,无锡市,江苏省,普陀区,上海市,上海市
"98",惠山区,无锡市,江苏省,普陀区,上海市,上海市
"95",滨湖区,无锡市,江苏省,普陀区,上海市,上海市
"257",梁溪区,无锡市,江苏省,普陀区,上海市,上海市
"217",新吴区,无锡市,江苏省,普陀区,上海市,上海市
"114",江阴市,无锡市,江苏省,普陀区,上海市,上海市
"43",宜兴市,无锡市,江苏省,普陀区,上海市,上海市
"105",天宁区,常州市,江苏省,普陀区,上海市,上海市
"102",钟楼区,常州市,江苏省,普陀区,上海市,上海市
"99",新北区,常州市,江苏省,普陀区,上海市,上海市
"70",武进区,常州市,江苏省,普陀区,上海市,上海市
"20",金坛区,常州市,江苏省,普陀区,上海市,上海市
"33",溧阳市,常州市,江苏省,普陀区,上海市,上海市
"307",虎丘区,苏州市,江苏省,普陀区,上海市,上海市
"263",吴中区,苏州市,江苏省,普陀区,上海市,上海市
"172",相城区,苏州市,江苏省,普陀区,上海市,上海市
"1833",姑苏区,苏州市,江苏省,普陀区,上海市,上海市
"190",吴江区,苏州市,江苏省,普陀区,上海市,上海市
"316",常熟市,苏州市,江苏省,普陀区,上海市,上海市
"103",张家港市,苏州市,江苏省,普陀区,上海市,上海市
"4427",昆山市,苏州市,江苏省,普陀区,上海市,上海市
"1010",太仓市,苏州市,江苏省,普陀区,上海市,上海市
"217",崇川区,南通市,江苏省,普陀区,上海市,上海市
"24",港闸区,南通市,江苏省,普陀区,上海市,上海市
"75",通州区,南通市,江苏省,普陀区,上海市,上海市
"34",如东县,南通市,江苏省,普陀区,上海市,上海市
"80",启东市,南通市,江苏省,普陀区,上海市,上海市
"39",如皋市,南通市,江苏省,普陀区,上海市,上海市
"100",海门市,南通市,江苏省,普陀区,上海市,上海市
"49",海安市,南通市,江苏省,普陀区,上海市,上海市
"19",广陵区,扬州市,江苏省,普陀区,上海市,上海市
"12",邗江区,扬州市,江苏省,普陀区,上海市,上海市
"25",江都区,扬州市,江苏省,普陀区,上海市,上海市
"27",宝应县,扬州市,江苏省,普陀区,上海市,上海市
"10",仪征市,扬州市,江苏省,普陀区,上海市,上海市
"34",高邮市,扬州市,江苏省,普陀区,上海市,上海市
"13",京口区,镇江市,江苏省,普陀区,上海市,上海市
"99",润州区,镇江市,江苏省,普陀区,上海市,上海市
"68",丹徒区,镇江市,江苏省,普陀区,上海市,上海市
"87",丹阳市,镇江市,江苏省,普陀区,上海市,上海市
"5",扬中市,镇江市,江苏省,普陀区,上海市,上海市
"44",句容市,镇江市,江苏省,普陀区,上海市,上海市
"20",海陵区,泰州市,江苏省,普陀区,上海市,上海市
"15",高港区,泰州市,江苏省,普陀区,上海市,上海市
"20",姜堰区,泰州市,江苏省,普陀区,上海市,上海市
"13",兴化市,泰州市,江苏省,普陀区,上海市,上海市
"55",靖江市,泰州市,江苏省,普陀区,上海市,上海市
"70",泰兴市,泰州市,江苏省,普陀区,上海市,上海市
"17934",黄浦区,上海市,上海市,虹口区,上海市,上海市
"9297",徐汇区,上海市,上海市,虹口区,上海市,上海市
"8771",长宁区,上海市,上海市,虹口区,上海市,上海市
"59953",静安区,上海市,上海市,虹口区,上海市,上海市
"11991",普陀区,上海市,上海市,虹口区,上海市,上海市
"58463",杨浦区,上海市,上海市,虹口区,上海市,上海市
"9536",闵行区,上海市,上海市,虹口区,上海市,上海市
"24962",宝山区,上海市,上海市,虹口区,上海市,上海市
"4847",嘉定区,上海市,上海市,虹口区,上海市,上海市
"37833",浦东新区,上海市,上海市,虹口区,上海市,上海市
"164",金山区,上海市,上海市,虹口区,上海市,上海市
"2578",松江区,上海市,上海市,虹口区,上海市,上海市
"1619",青浦区,上海市,上海市,虹口区,上海市,上海市
"602",奉贤区,上海市,上海市,虹口区,上海市,上海市
"762",崇明区,上海市,上海市,虹口区,上海市,上海市
"17",玄武区,南京市,江苏省,虹口区,上海市,上海市
"6",秦淮区,南京市,江苏省,虹口区,上海市,上海市
"3",建邺区,南京市,江苏省,虹口区,上海市,上海市
"35",鼓楼区,南京市,江苏省,虹口区,上海市,上海市
"5",浦口区,南京市,江苏省,虹口区,上海市,上海市
"4",栖霞区,南京市,江苏省,虹口区,上海市,上海市
"30",雨花台区,南京市,江苏省,虹口区,上海市,上海市
"17",江宁区,南京市,江苏省,虹口区,上海市,上海市
"1",六合区,南京市,江苏省,虹口区,上海市,上海市
"1",溧水区,南京市,江苏省,虹口区,上海市,上海市
"19",锡山区,无锡市,江苏省,虹口区,上海市,上海市
"20",惠山区,无锡市,江苏省,虹口区,上海市,上海市
"20",滨湖区,无锡市,江苏省,虹口区,上海市,上海市
"39",梁溪区,无锡市,江苏省,虹口区,上海市,上海市
"44",新吴区,无锡市,江苏省,虹口区,上海市,上海市
"20",江阴市,无锡市,江苏省,虹口区,上海市,上海市
"5",宜兴市,无锡市,江苏省,虹口区,上海市,上海市
"21",天宁区,常州市,江苏省,虹口区,上海市,上海市
"12",钟楼区,常州市,江苏省,虹口区,上海市,上海市
"10",新北区,常州市,江苏省,虹口区,上海市,上海市
"13",武进区,常州市,江苏省,虹口区,上海市,上海市
"1",金坛区,常州市,江苏省,虹口区,上海市,上海市
"2",溧阳市,常州市,江苏省,虹口区,上海市,上海市
"37",虎丘区,苏州市,江苏省,虹口区,上海市,上海市
"36",吴中区,苏州市,江苏省,虹口区,上海市,上海市
"32",相城区,苏州市,江苏省,虹口区,上海市,上海市
"223",姑苏区,苏州市,江苏省,虹口区,上海市,上海市
"44",吴江区,苏州市,江苏省,虹口区,上海市,上海市
"41",常熟市,苏州市,江苏省,虹口区,上海市,上海市
"6",张家港市,苏州市,江苏省,虹口区,上海市,上海市
"776",昆山市,苏州市,江苏省,虹口区,上海市,上海市
"220",太仓市,苏州市,江苏省,虹口区,上海市,上海市
"26",崇川区,南通市,江苏省,虹口区,上海市,上海市
"4",港闸区,南通市,江苏省,虹口区,上海市,上海市
"13",通州区,南通市,江苏省,虹口区,上海市,上海市
"4",如东县,南通市,江苏省,虹口区,上海市,上海市
"121",启东市,南通市,江苏省,虹口区,上海市,上海市
"9",如皋市,南通市,江苏省,虹口区,上海市,上海市
"21",海门市,南通市,江苏省,虹口区,上海市,上海市
"8",海安市,南通市,江苏省,虹口区,上海市,上海市
"3",广陵区,扬州市,江苏省,虹口区,上海市,上海市
"3",邗江区,扬州市,江苏省,虹口区,上海市,上海市
"9",江都区,扬州市,江苏省,虹口区,上海市,上海市
"1",仪征市,扬州市,江苏省,虹口区,上海市,上海市
"5",高邮市,扬州市,江苏省,虹口区,上海市,上海市
"3",京口区,镇江市,江苏省,虹口区,上海市,上海市
"15",润州区,镇江市,江苏省,虹口区,上海市,上海市
"6",丹徒区,镇江市,江苏省,虹口区,上海市,上海市
"9",丹阳市,镇江市,江苏省,虹口区,上海市,上海市
"1",扬中市,镇江市,江苏省,虹口区,上海市,上海市
"13",句容市,镇江市,江苏省,虹口区,上海市,上海市
"5",海陵区,泰州市,江苏省,虹口区,上海市,上海市
"4",高港区,泰州市,江苏省,虹口区,上海市,上海市
"3",姜堰区,泰州市,江苏省,虹口区,上海市,上海市
"2",兴化市,泰州市,江苏省,虹口区,上海市,上海市
"9",靖江市,泰州市,江苏省,虹口区,上海市,上海市
"13",泰兴市,泰州市,江苏省,虹口区,上海市,上海市
"14785",黄浦区,上海市,上海市,杨浦区,上海市,上海市
"9887",徐汇区,上海市,上海市,杨浦区,上海市,上海市
"9504",长宁区,上海市,上海市,杨浦区,上海市,上海市
"30120",静安区,上海市,上海市,杨浦区,上海市,上海市
"10985",普陀区,上海市,上海市,杨浦区,上海市,上海市
"60018",虹口区,上海市,上海市,杨浦区,上海市,上海市
"10931",闵行区,上海市,上海市,杨浦区,上海市,上海市
"30741",宝山区,上海市,上海市,杨浦区,上海市,上海市
"6503",嘉定区,上海市,上海市,杨浦区,上海市,上海市
"77341",浦东新区,上海市,上海市,杨浦区,上海市,上海市
"236",金山区,上海市,上海市,杨浦区,上海市,上海市
"2800",松江区,上海市,上海市,杨浦区,上海市,上海市
"2052",青浦区,上海市,上海市,杨浦区,上海市,上海市
