DAREA,丹徒区,丹阳市,京口区,仪征市,六合区,兴化市,句容市,启东市,吴中区,吴江区,嘉定区,天宁区,太仓市,奉贤区,如东县,如皋市,姑苏区,姜堰区,宜兴市,宝山区,宝应县,崇川区,崇明区,常熟市,广陵区,建邺区,张家港市,徐汇区,惠山区,扬中市,新北区,新吴区,昆山市,普陀区,杨浦区,松江区,栖霞区,梁溪区,武进区,江宁区,江都区,江阴市,泰兴市,浦东新区,浦口区,海安市,海门市,海陵区,润州区,港闸区,溧水区,溧阳市,滨湖区,玄武区,相城区,秦淮区,虎丘区,虹口区,通州区,邗江区,金坛区,金山区,钟楼区,锡山区,长宁区,闵行区,雨花台区,青浦区,靖江市,静安区,高淳区,高港区,高邮市,黄浦区,鼓楼区
嘉定区,3.3912426537497817e-12,3.2793081703276504e-12,3.270921931766337e-13,1.0988254513171677e-12,4.60296655999287e-13,5.393625359891943e-12,4.2178728947350925e-12,5.920057778863588e-12,3.5178207012273745e-12,9.804999507896814e-12,,1.9248321892857404e-12,3.12804260708243e-10,3.000150674305946e-11,6.468707203610245e-12,6.808514917510781e-12,9.14068195162537e-12,2.1282854707769807e-12,2.9196456901609697e-12,2.7722439389079204e-10,5.680867901774124e-12,8.627344720160969e-12,6.690706445911043e-11,2.5340279917620194e-11,4.0644099108944374e-13,2.409530184722403e-13,9.508770557038935e-12,4.640497798434339e-11,3.5015060695717462e-12,6.466880916991496e-13,2.008036478420935e-12,4.9636765207290404e-12,2.0917220775673822e-10,2.8279066845701296e-10,3.81025344422945e-11,5.4686538708694446e-11,1.4713903565372832e-12,2.669999178068958e-12,1.8545764407541046e-12,1.3029311713022341e-12,1.516930609339255e-12,7.238640952879301e-12,6.952057906823846e-12,4.8382468430244724e-11,1.2033081698677254e-12,9.238952424491262e-12,8.328230130232771e-12,1.3892705009709908e-12,2.2465584741934343e-12,2.161993709202886e-12,6.769278803696938e-13,1.136702828813886e-12,1.4339465798611119e-12,1.6170170839583885e-12,4.477604246746358e-12,4.3358016035090404e-13,3.0829426624240905e-12,3.25114046615706e-11,4.6720385626806674e-12,3.966461560014921e-13,2.0779467911626215e-12,3.6535201214017816e-11,1.6693394345052652e-12,3.7017174543543234e-12,1.4834751906991672e-10,9.846755157853088e-11,2.0234372917672977e-12,2.1109558116706619e-10,6.172440899097127e-12,6.183733247200852e-11,1.630172406157604e-13,2.097301766833895e-12,2.451034696647244e-12,3.392393177433172e-11,1.691696327487961e-12
天宁区,1.3687469300682109e-11,1.0297914694614184e-10,5.1952777314998875e-12,4.663974299391239e-12,4.258627612807101e-12,1.0656281561836991e-11,2.3190602806254308e-11,2.7133237511468525e-12,2.137269267672373e-12,3.683493932501648e-12,2.526781117186521e-12,,2.9385815784678193e-12,6.48264313158044e-13,2.3920422241522175e-12,3.4618355954307193e-12,6.7050869863601e-12,3.638503694022857e-12,9.390645037901052e-11,4.588081715866811e-13,7.531433251468524e-12,1.629528285317735e-12,,7.167759481494115e-12,1.186956925627816e-12,1.5635145108943613e-12,1.2144954990739448e-11,4.506678367716108e-13,2.8696838381719705e-11,2.4843644887386306e-11,1.1429301193178227e-09,1.0240306831408335e-11,4.8542920491185234e-12,2.1842487900706356e-12,1.6297364547693587e-13,7.209322046250307e-13,3.3915607828024952e-12,1.3832782240635457e-11,1.2497893481322393e-09,3.8490701686800796e-12,2.9111391415652744e-12,2.3810939304570666e-10,1.8442544358637094e-11,8.615950910594918e-13,1.987862111014052e-12,4.6054980713232345e-12,1.8575782275897333e-12,3.76738138852094e-12,7.643922522525412e-12,4.460847867499281e-13,3.3375861597125224e-12,7.829489231608305e-11,8.628568727157665e-12,2.9485194400143574e-12,4.446132796689133e-12,1.0999133656834478e-12,3.000082506945246e-12,3.535178986838735e-13,7.425343140448654e-13,3.092387239633286e-12,2.7111776437090305e-10,1.2609551152382123e-12,1.3907149938687772e-09,8.87194010763912e-12,6.380400942137607e-13,1.3565349721496832e-12,2.8151185902955625e-12,1.2710999793814502e-12,3.2179850093730184e-11,2.7035943872100315e-12,4.862717013440333e-12,1.0681212735185103e-11,4.013066362771375e-12,1.6209883543070582e-12,2.2937452622628052e-12
太仓市,2.384187582537869e-12,7.675757673326973e-12,1.4126095893973889e-12,2.063254711063296e-12,1.2862741888099089e-12,2.628825747651722e-11,1.1698145036607994e-11,1.6564464469359654e-11,3.3269640867908644e-11,4.5985856360156655e-11,2.9753056178521217e-10,3.3886379144332023e-12,,1.6575882123201437e-11,6.793609290553051e-11,6.45047206031499e-11,8.696028520164106e-11,1.1589161458294243e-11,1.5801205673074923e-11,9.646872042728157e-11,1.9627123218590397e-11,1.0053085205610958e-10,5.595254019534527e-10,9.627212232947133e-10,2.362893618491214e-12,5.203006240878511e-13,9.966226518262736e-11,5.517481565956866e-12,1.3172870065530932e-11,6.982112526222892e-12,6.849290747550834e-12,1.4691447307896862e-11,7.284438839636728e-10,1.2183494864757353e-11,7.75758152514242e-12,1.5854058730861132e-11,1.0893390762169583e-12,4.0215783318423695e-12,9.705899252378355e-12,2.6405822562289767e-12,9.171613012678244e-12,6.575237180090091e-11,3.7529723538533424e-11,2.0482330892778223e-11,7.167881717435639e-13,1.2322110074800878e-10,1.6675627280588815e-10,7.199793353229062e-12,1.0983609375903036e-12,1.8470980843290455e-11,2.9234412654547823e-12,4.319978488637496e-12,6.102364502910644e-12,5.217478686420194e-13,5.740111355411195e-11,3.9262055783933457e-13,2.1298587927268202e-11,5.5361948366646385e-12,5.447073442633124e-11,2.2483014117134777e-12,1.1473097292118969e-11,2.0655384404383328e-11,2.684864556190117e-12,2.5605042448261188e-11,1.7242372344848563e-11,1.1700466319884638e-11,1.0638292237745021e-12,3.985912236126344e-11,3.7920315028383376e-11,7.512019873081812e-12,2.816083320051248e-12,8.394844073332255e-12,1.0385535736611751e-11,4.361914760673143e-12,6.244368382377652e-13
奉贤区,2.3258497082132174e-13,6.644230377815097e-13,1.378044926239324e-13,1.4089387437424608e-13,7.985095895390304e-13,1.817874768346089e-12,2.2823814216051468e-12,1.475401038134266e-11,1.431446861344012e-12,9.761465665360918e-12,3.3424373282683246e-11,9.039084925050124e-13,2.0886673314329047e-11,,1.7342673436511062e-12,2.509883965101124e-12,2.501754822941077e-12,9.5512744892702e-13,2.5068141287266977e-12,2.3002261351669547e-11,1.1169009729546867e-12,1.856537617266901e-12,3.750165756778062e-11,5.2532219465119765e-12,2.3050767789238637e-13,,2.4073545654006668e-12,4.809220593812569e-11,2.7077939569376312e-12,3.178592476122447e-13,7.166659719834262e-13,2.334578318756068e-12,1.9640072551529516e-11,1.9327814686445878e-11,2.0795877611851427e-11,1.425100323251123e-10,2.1696473354442087e-13,6.075714580696915e-13,1.0507624519502948e-12,5.366605724825917e-13,4.1294750474306403e-13,1.896580876137299e-12,1.0028345891664932e-12,2.749828988103469e-10,2.855268081086649e-13,2.804807730225941e-12,3.933994053835626e-12,1.820939571278253e-13,3.7501993120053487e-13,2.7721570309206267e-13,1.8148509122146032e-13,4.0227164780912314e-13,6.173531075988484e-13,8.222007192956815e-14,1.669027838301609e-12,1.237428744676906e-13,1.0585515309303295e-12,1.3776442394290529e-11,1.615046339131561e-12,1.8277404082032832e-13,1.008421093264208e-12,1.52186882852474e-09,3.395219747311452e-13,2.1289983249729807e-12,2.4622015175499138e-11,2.908618141148096e-10,3.372845933112432e-13,4.7876054822659706e-11,1.281916783377865e-12,1.7551958588738963e-11,,1.5085798536974638e-13,4.091533222329244e-13,2.358588009538255e-11,
如东县,1.319265846432219e-12,2.512488570614423e-12,4.299091982552755e-12,6.393413152262533e-12,9.05859416287684e-12,7.862388167029801e-11,1.941914720944032e-12,7.545825726668885e-10,2.813666193893829e-12,1.2797523081885642e-11,8.842507368050579e-12,1.845770237734242e-12,3.0103833866773135e-11,2.4437761937661477e-12,,2.6721977131898697e-09,4.180125332464834e-12,4.566316071601254e-11,6.182227307787583e-12,3.891553252369148e-12,,6.708491070035048e-10,6.299680333546771e-11,5.310641804739396e-11,4.445442366348369e-12,1.7274182155729805e-12,1.550023552986777e-11,9.266685952665096e-13,2.6032403934134116e-12,5.408872910403471e-12,1.7116061632269757e-12,2.3263269496873957e-12,1.0669829455173873e-11,1.77460271744069e-12,1.6755417937236714e-12,2.1762738299407108e-12,8.790463663195231e-13,3.0327087710772333e-12,1.6810603109289515e-12,6.088080084477595e-13,1.015003676131891e-11,1.2258848078077738e-11,5.561861104037146e-11,3.1678011588758052e-12,2.3136599119538132e-12,4.464859120917769e-09,7.013945083440916e-10,1.9624554480068716e-11,1.0635919105545037e-12,4.0607740877779603e-10,,1.5211738003205931e-12,2.276133163975013e-12,1.8654710561020632e-12,4.872741622721592e-12,3.5094646796844555e-13,1.9740177686944842e-12,6.05756442338431e-13,2.5825001984367426e-09,3.5248780949964664e-12,1.759986074988007e-12,4.4447845492177704e-12,9.629163565347634e-13,2.5693787808642063e-12,2.5828930411675006e-12,2.0364529480055685e-12,1.3244828285296177e-12,3.754822531791966e-12,3.562924216084296e-11,1.8755839063550544e-12,,1.1124034505505664e-11,7.735982854926156e-12,6.206453947855025e-13,1.8140101684396834e-12
如皋市,3.5184492495469795e-12,6.924102776305333e-12,2.9185091225911686e-12,1.0656921313687644e-11,9.905208724543828e-12,1.904378994747971e-10,4.1432306679157565e-12,2.343521956696817e-10,3.6019093747283148e-12,1.086609284482972e-11,2.7260057342261884e-11,3.062965662302779e-12,4.55818297034653e-11,2.1329968645938346e-12,2.529736791288812e-09,,4.4006409677730214e-12,1.7627503108730208e-10,8.243923349656586e-12,4.226951631342284e-12,1.8022417074711314e-11,7.136126227540901e-10,3.4911357926572774e-11,1.7021654791632252e-10,7.113530635276567e-12,9.981793210816464e-13,3.0551299753003397e-10,1.4210562250487153e-12,5.415366434313119e-12,1.2501952430164926e-11,4.222450296163786e-12,3.5316535305912924e-12,2.3315700728510243e-11,2.8396928259647874e-12,1.4895427843838898e-12,2.977739367390055e-12,1.687964276575425e-12,5.073481540508532e-12,3.7497076485191545e-12,2.0783050742802796e-12,2.1447686810628993e-11,3.4829164586476166e-11,9.469742577617178e-10,3.492024768668503e-12,3.7022841163980965e-12,5.705012722207345e-09,1.7178010775479674e-10,7.217162238374183e-11,3.4038878544169126e-12,6.92154424313331e-10,1.0981725616358265e-12,3.2455461986787666e-12,1.8678124992051628e-12,4.809326146537794e-12,1.1287503407895078e-11,8.111701126563577e-13,2.1936068191634295e-12,8.400794418905393e-13,1.1663108132056398e-09,5.3086657930686896e-12,3.0509954502163683e-12,4.1489455035618295e-12,1.232675524626455e-12,3.015086536063942e-12,3.4770582345543476e-12,2.804458401068143e-12,1.2559512217746703e-12,9.896206462645978e-12,1.4094328686052897e-09,2.0549314225619567e-12,5.8181431877808984e-12,6.846351639205245e-11,1.114110404493345e-11,1.1770637188781697e-12,5.0959424734915885e-12
姑苏区,6.317259559112128e-12,9.989347462124808e-12,4.933848010284896e-13,1.9482044311026892e-12,1.14356937847942e-12,5.610846180532895e-12,1.462446453903939e-11,3.2787400238318294e-12,5.370045529469822e-10,2.9987654069827547e-10,9.427466166428604e-12,4.740600600480001e-12,8.722344299708683e-11,2.8239390094443536e-12,2.944036139794398e-12,2.602899035220971e-12,,2.6616121202747134e-12,8.584981603275507e-12,2.3039104932859885e-12,5.515679884891348e-12,7.126258411279621e-12,1.3177506164034119e-12,1.1057947549847046e-10,3.301169145561601e-13,4.511827239958446e-13,8.434357926345215e-11,2.490950650834455e-12,1.4709322961122444e-11,1.726680243645874e-12,8.31704459633982e-12,2.6734889621120027e-11,3.328878523845943e-10,3.667998250850082e-12,9.968311108476784e-13,4.1066205735838475e-12,3.3903865898664192e-12,1.2247705860959932e-11,4.324219022367234e-12,2.136087876225655e-12,2.8550075797343947e-12,1.4038160935453107e-11,7.841263415488654e-12,3.744728380517175e-12,1.269035536001346e-12,2.918646246684546e-12,3.255427653300805e-12,1.9333851449170217e-12,7.284495613104683e-12,1.0267470758459105e-12,1.3891752460696104e-12,2.5163216260226748e-12,1.1989104720251124e-11,3.36331368529534e-12,5.038040008245061e-10,9.217261580854715e-13,5.792674178526571e-10,1.0600535661243564e-12,1.9690034829297053e-12,9.387117119942299e-13,3.830742435681926e-12,3.6279033039227104e-12,3.915066622081185e-12,1.7448433725422827e-11,3.2017839858992965e-12,5.515633651139584e-12,3.6131554219015496e-12,1.1879193601473711e-11,7.0902612871526456e-12,5.38870178139509e-12,3.5612332369435816e-13,2.0114833937160823e-12,3.839052635331099e-12,3.1370470683872494e-12,3.0481107211992433e-12
姜堰区,1.3478589882341794e-11,3.628275280242461e-11,1.3821823830636674e-11,3.2973942318213775e-11,2.189145918272693e-11,4.804481862104527e-09,1.7932333532625938e-11,1.4798307979901588e-11,4.406741013266574e-12,1.0776008672939476e-11,3.312720057163185e-12,5.92326632726238e-12,8.395017141796571e-12,2.618959551522385e-13,3.4064705560060714e-11,2.5971379570331934e-10,5.835502600876834e-12,,2.2592625809440635e-11,6.67283400929993e-13,3.7341812279360906e-11,1.0580180145818921e-11,9.644680242444047e-13,1.6005278312313126e-11,5.0401546940915726e-11,2.0363739901214876e-12,2.9366543097897626e-11,3.7551492102422934e-13,2.4857608269414216e-11,1.2327458875845378e-10,1.5889654367165528e-11,2.2888492203691306e-11,4.3955976913876175e-12,1.627109269397626e-12,3.2920320986741327e-13,8.365791055265708e-13,3.83418932328061e-12,1.9094396629547108e-11,1.1349878317869957e-11,5.885105537311662e-12,2.777356237202377e-10,1.0897529969249099e-10,1.4983372752141945e-09,7.88368115076559e-13,5.4549347971611275e-12,1.823910079860417e-09,6.04312557064405e-12,5.185473248759277e-09,7.522917901054078e-12,1.784141451937525e-11,5.4608995200082675e-12,8.51789913069673e-12,9.700904264353827e-12,8.521582803127833e-12,6.975162272221285e-12,2.4822880279477514e-12,5.138965852099395e-12,3.570492230560806e-13,1.2992910792501345e-11,4.8030574531463495e-11,6.74299191692936e-12,3.274845216304008e-13,8.854075337618419e-12,1.711341284477728e-11,6.16220445930117e-13,4.146630544449683e-13,2.168572180649773e-12,1.3669727076525469e-12,5.074488329536709e-10,8.664885378999532e-13,2.089531149134892e-11,1.198382510147361e-09,9.028398907954275e-11,2.0323620785245078e-13,7.769713533105017e-12
宜兴市,5.357208839444165e-11,7.971914688856307e-11,1.2457480643328224e-11,3.140570893250451e-11,4.093779639362297e-11,2.0823305896877077e-11,5.935420642282206e-11,3.654130597558902e-12,9.75826556335585e-12,3.1360706940746516e-11,2.1595370896155647e-12,9.366775746608548e-11,1.017641162092084e-11,2.7161270751180202e-12,7.516714846828309e-12,8.702733005200304e-12,7.396899811752717e-12,1.588309466256691e-11,,1.4520496115203126e-12,3.780517488316292e-11,4.49359070562473e-12,1.4289304382143685e-12,1.96209328507445e-11,5.9373508793034686e-12,9.365389110759022e-12,2.7394364950568715e-11,7.333744391083716e-13,2.911033220811975e-10,3.148972170673652e-11,7.398818009488509e-11,1.4728620183089454e-10,7.76478680880816e-12,1.176642534176695e-12,7.316082157922539e-13,1.1981384630879868e-12,1.3357166382396904e-11,1.3368414223409762e-10,8.912978201364139e-10,6.698910973585491e-11,1.3125271665289766e-11,1.0661706166922294e-10,3.14605004673873e-11,1.4754005659613182e-12,2.2528262275758326e-11,9.923823598157803e-12,4.740001295135767e-12,1.6957325586269886e-10,1.60994269882074e-11,2.059743127346896e-12,7.151301920213607e-10,3.6830167675660072e-09,3.2292489915366826e-10,1.153930092609796e-11,1.6534746918242273e-11,1.547695637512967e-11,5.9258010804968424e-12,4.2319578456970076e-13,3.624991457005233e-12,1.59342327681738e-11,6.290008382335663e-10,3.881539578201034e-12,1.0544825683624917e-10,1.3002739980512153e-10,1.2352028136215645e-12,1.7460583582732444e-12,1.1232296519820115e-10,3.568334235861358e-12,4.06390721055328e-11,9.074901899972398e-13,1.726500695414584e-10,2.2044197606397194e-11,2.1280378920467523e-11,8.431063648485477e-13,6.4421613444024975e-12
宝山区,5.434657975965809e-13,9.644399082681226e-13,2.634533771722764e-13,1.3467981456917736e-13,2.2898750693412183e-13,1.0860613963799395e-12,1.2726688533136177e-12,1.4338346368771574e-11,8.805978311864936e-13,4.870868411851023e-12,2.793559368914517e-10,4.147401707519476e-13,1.0117295930419322e-10,1.9705585646337718e-11,2.486667415034955e-12,2.2392409034378064e-12,2.1349722298205754e-12,4.347628524787153e-13,9.723922131741751e-13,,1.3048940263847238e-12,3.482089938286023e-12,1.9196883729800917e-10,1.1001472482929583e-11,1.175153292389189e-13,4.851834420126751e-14,3.7109107546346364e-12,5.7592412443797166e-11,1.0528954350658337e-12,5.064003517735667e-13,4.326680510499335e-13,1.507846494025847e-12,2.2956565599834295e-11,2.155312180150587e-10,1.9018404742943552e-10,3.074343993437108e-11,1.9751962222219476e-13,6.814424286640815e-13,5.923496992308605e-13,3.898734668150642e-13,5.701722637882925e-13,3.0918237979464028e-12,1.8817061677870088e-12,9.441992060564518e-11,1.299684661894279e-13,2.5534313997933393e-12,5.318887085507723e-12,3.481255730820622e-13,3.186487545602287e-13,4.1956628314780796e-13,4.0478847356879903e-13,3.845296410081067e-13,5.212771111699902e-13,1.9211816142659683e-13,1.3607961107515296e-12,8.542823730925897e-14,7.531229674480057e-13,1.8175719662559953e-10,1.994094969135574e-12,1.630653504234809e-13,6.6734663729921e-13,1.6947241915766358e-11,3.353657639749993e-13,1.2845665586376464e-12,7.574518200859903e-11,4.302141512379783e-11,4.794797698886228e-13,5.02559633509262e-11,1.5929919599329799e-12,2.6114994509735475e-10,4.595525425462366e-13,7.690904693995581e-13,8.25672027147444e-13,5.868063383257432e-11,1.7662829553230626e-13
宝应县,2.9322216275151706e-11,3.293303813690099e-11,3.541449413805632e-11,1.4073467962157162e-10,3.40725474413415e-11,8.506150683139652e-10,8.853602247995713e-12,9.538731362097888e-12,8.246637405129137e-12,1.6521622184680448e-11,6.662203398362356e-12,1.1570981261961332e-11,1.8263075767878217e-11,1.899152632828962e-12,1.2613891821795479e-11,2.3123258890926114e-11,1.0249987364353399e-11,7.674729405058694e-11,3.1709350376954276e-11,4.113015311501134e-12,,8.183759627976563e-12,,2.259636319617101e-11,1.533491255266248e-10,3.4456043377491755e-12,4.1644155889610834e-11,1.4853091019887913e-12,1.2462162981798427e-11,1.448786869721157e-10,1.9752803136935807e-11,3.181865808398537e-11,1.0592278962890916e-11,4.719628221948885e-12,1.3368514979146124e-12,1.132413047448405e-12,7.514548786244659e-12,1.3669642006884445e-11,1.8028550939127816e-11,6.245291701858935e-12,7.915895953240893e-10,7.742001992182814e-11,2.712266184309956e-10,1.8655127375211345e-12,7.51578319498747e-12,3.10861426083387e-11,5.155535382399458e-12,6.975324587515877e-11,5.09159882774901e-11,5.376747174776563e-12,1.7600003185335305e-12,1.8205306616324473e-11,7.184336688212699e-12,5.049890846730496e-12,7.616868159399357e-12,2.6000643369443546e-12,8.01559549434379e-12,1.864196411769975e-12,5.383931018461574e-12,4.278815610178978e-10,2.858603742378988e-11,9.499086629323117e-13,1.0536337144243192e-11,1.4496501139968684e-11,1.3668523540594696e-12,2.342256947178779e-12,5.786990637330464e-12,6.230825076552767e-12,1.9020549378449164e-10,2.0800182055289738e-12,,2.6626340650966106e-10,1.07357444583002e-08,1.2969249163249408e-12,3.5149447301090858e-12
崇川区,1.4340181004417935e-12,2.4900564072835013e-12,2.0991174092020795e-12,4.139054970856683e-12,4.170294178949626e-12,2.8432636549356664e-11,3.6008210947953657e-12,6.44794308400049e-10,3.747187708682586e-12,1.387727701245784e-11,1.2548803355221363e-11,1.1801875562862397e-12,5.315048988359074e-11,2.045524233627497e-12,7.675186308371677e-10,6.207238007928538e-10,6.182554795322718e-12,1.3658293217188737e-11,4.031981522627138e-12,3.881691069407544e-12,8.101561415507783e-12,,6.795326535276792e-11,2.2789135218396756e-10,2.257216537952174e-12,7.731591985775979e-13,1.5460954001688647e-10,1.7997580467096618e-12,2.4967722326855735e-12,7.954410606124071e-12,1.5184840193849705e-12,3.7071981700306405e-12,1.410675766361614e-11,2.647593582995313e-12,1.4356000201518002e-12,2.649922705788481e-12,5.395807014606208e-13,2.8557910553234655e-12,1.9933986938065324e-12,1.2845993230686112e-12,4.642806713132079e-12,1.2429337878277643e-11,3.0309035933877284e-11,2.963975238586064e-12,1.1982789575931392e-12,3.5749027048290353e-10,8.653242833184715e-10,1.2382857339077046e-11,9.520866015705093e-13,3.943030186480161e-09,1.7771692164114677e-12,8.753762077460424e-13,2.3509695350104462e-12,2.296109742089705e-12,1.1750400319837956e-11,6.058680241284857e-13,2.4612688837446528e-12,9.295712336533706e-13,2.0670596914185227e-09,2.346614982275506e-12,2.5320083998359453e-12,2.3446501786617486e-12,1.4037727356129334e-12,3.3514418843917e-12,2.748575682591246e-12,2.862275175069737e-12,6.775006426213793e-13,5.211230132082892e-12,4.825932584019401e-11,1.8572175878202254e-12,1.5692471491906215e-12,8.863543528932995e-12,3.2646214244276814e-12,1.1376118992913715e-12,3.1780715628443572e-12
崇明区,5.738391568506432e-13,5.464267595713631e-13,5.099917693196373e-13,5.214250632199019e-13,8.865458098649467e-13,8.409569527246847e-12,4.2233591855499764e-13,3.1787561298899228e-09,3.147059093849551e-13,1.192825736311605e-12,7.236094964583302e-11,2.6761733677505273e-13,5.712881934836083e-10,2.6090978628607227e-11,5.054362653197559e-11,2.3686103090174962e-11,7.177196325552829e-13,1.5149012768401476e-12,1.2100835111507243e-12,1.9181405905491386e-10,,6.855125149442003e-11,,5.848071682382169e-11,3.412284062781945e-13,9.39215753058391e-14,9.872382717671127e-12,1.5266340577622196e-11,3.396983124688142e-13,3.529034438523623e-12,2.7918557134145665e-13,4.670211083900735e-13,8.683236659961423e-12,3.5292817680341384e-11,9.525520432911026e-11,1.9693617837204742e-11,3.4412177374334843e-13,3.5976353105952217e-13,1.9942046501517373e-13,3.177748065226192e-13,7.641254090124992e-13,2.1220032980435372e-12,2.06184773775305e-12,2.698605179104186e-10,3.019107915296712e-13,2.3726016552499153e-11,6.382379377314647e-10,6.738997953533031e-13,2.3131451740235687e-13,1.0772262240634895e-11,,4.962470756140199e-13,1.028125055576638e-12,2.0285531169814258e-13,4.5417629464612576e-13,,4.293178266758193e-13,4.17360245500424e-11,4.7629385730560245e-11,1.352833346559132e-13,,1.2325052099543202e-11,1.2565150041121553e-13,3.3527969148031797e-13,1.6487028641640525e-10,1.932639257414273e-11,9.601806333449514e-14,1.614015257794563e-11,6.167412214472601e-12,3.8266368712082487e-11,,5.583005997102843e-13,1.009472781597534e-12,1.9527195606352792e-11,1.5780747578526856e-13
常熟市,5.658758716630607e-12,1.5039374017639072e-11,2.176794137339915e-12,4.144210973446655e-12,3.479574246736544e-12,2.2774443967817364e-11,1.6037398421159078e-11,4.687948839063632e-11,4.5763374039242e-11,1.0192690900694625e-10,3.068427967274373e-11,8.232215384817119e-12,8.480478901820182e-10,7.210921343248843e-12,1.0202245893754534e-10,6.357151796576419e-11,1.1812192287349077e-10,1.0107835825286098e-11,2.8971441506103688e-11,1.3276700580396068e-11,1.2167480242446595e-11,1.9967646243204358e-10,6.630946857353642e-11,,2.159582638556277e-12,3.87061159796982e-13,1.0721323790359331e-09,2.9365925883559086e-12,5.194755732938784e-11,5.88667084642993e-12,1.4751752329291013e-11,4.7944292718976736e-11,2.6752495360493515e-10,3.96371422432394e-12,2.1668092898458056e-12,7.541697511551787e-12,1.6207585643084533e-12,2.223937723538678e-11,1.9929467414153085e-11,3.3675042575147197e-12,1.214631642585049e-11,2.393826195767947e-10,5.48669995143032e-11,7.077785466159916e-12,1.3775155963401734e-12,1.4753930604292735e-10,1.547477751165549e-10,6.943038261629909e-12,1.429908917499851e-12,2.6047311977985973e-11,6.919822887815353e-12,5.989188843617481e-12,1.6342778427584913e-11,7.464188298396752e-13,7.384432893582372e-10,5.392202233457126e-13,5.284102665903232e-11,1.628776093795459e-12,7.983394788261916e-11,2.0309567061463843e-12,1.9605256756171053e-11,8.216498146803772e-12,4.771375309980136e-12,3.6349225088536904e-10,4.74808509716373e-12,5.2196701559054534e-12,1.3001604875402623e-12,1.5398642204042953e-11,4.4269546819934984e-11,3.242009746061174e-12,6.808541798365727e-12,1.3804909698471285e-11,1.3817636266189961e-11,2.344280652163952e-12,9.52286491807655e-13
广陵区,1.5008460743961275e-10,3.776103793053824e-11,1.2057737310722103e-10,4.27227985669606e-10,4.471974105095647e-11,3.981930663511063e-11,1.824105696765066e-11,2.0380502025923864e-12,4.027384570180519e-13,9.268001486838415e-13,6.256922076198319e-13,1.155862637103406e-12,1.0811007648654802e-12,4.173674596511478e-13,2.053402326198587e-12,8.618062615751827e-12,6.54422011936952e-13,3.1826399918483604e-11,8.259091452016694e-12,2.953912426699266e-13,1.1152492478391143e-10,2.69775707382426e-12,,2.2572235976852154e-12,,2.7043698793242333e-12,3.851823187932452e-12,4.8358384679940686e-14,1.0868049354610137e-12,1.0199106933984225e-10,3.438839540759642e-12,1.419444211483774e-12,4.550252134919649e-13,2.469546539864745e-13,9.326771335178807e-14,5.925353844649055e-14,4.403828083640581e-12,8.057000484310198e-13,1.595026657884252e-12,6.02373739093719e-12,1.6761573172216972e-09,6.42341566133871e-12,3.337838502418284e-11,2.277636582486006e-13,6.5681908286426116e-12,7.1163011436212825e-12,2.3919030871082235e-12,4.473749245079048e-11,4.8769299464639124e-11,1.805254849660562e-12,4.297629311291237e-12,1.6194082402326402e-11,1.4253655344124584e-12,4.186049034408429e-12,6.102839743343451e-13,2.2221242836205583e-12,2.2319810347974728e-13,5.057843239421212e-14,2.091515353445144e-12,3.492256069293906e-09,6.521010822753011e-12,2.319519644331017e-13,1.7285993567376567e-12,1.823536170613102e-12,1.9255540902099862e-13,2.2413878868207e-13,2.2425080709957847e-12,2.5357738291806536e-13,1.6695926415724172e-11,2.116274997691716e-13,2.8461172194844534e-12,5.0191783360408446e-11,4.658741871006003e-10,1.5834379335755258e-13,4.77108983744125e-12
建邺区,6.8719272445615466e-12,9.623020696314342e-12,3.098572931278278e-12,1.0835610121064084e-11,1.2334107611732183e-10,4.442981251756686e-12,3.644463113844333e-11,9.615886661201753e-13,2.9558547307255615e-13,3.9012319611076103e-13,3.788564445995654e-13,1.4138878406132634e-12,4.835159356633547e-13,5.1053711516034764e-14,1.4128801073182226e-12,1.6358101368628512e-12,1.0364494821944129e-12,1.956434074406768e-12,5.895920803367139e-12,8.129968595428315e-14,4.367623265861166e-12,6.874962548114798e-13,,6.902768754404627e-13,1.6826069154101204e-12,,1.3145565716432373e-12,1.0647631804382826e-13,1.046913737244632e-12,5.593425607468874e-12,1.8191736387476746e-12,9.458315812453117e-13,5.932197790048766e-13,2.945306967842733e-13,6.417451425301217e-14,1.3046545385267554e-13,1.4473932841419987e-10,1.663128880837877e-12,1.843777404675195e-12,3.1862382605994966e-10,2.3773806115545888e-12,1.2360914949471073e-12,2.759622284264428e-12,2.426583465509313e-13,5.519734714289062e-10,4.5700647727653235e-12,5.543719058149794e-13,4.272452919189008e-12,6.110455836936743e-12,1.490565370370668e-12,9.001292240777375e-11,1.1273717064837886e-11,9.254239305857986e-13,1.9271567561568493e-10,8.158383100262355e-13,5.415720557897781e-10,4.252858266374737e-13,5.568222852570063e-14,6.249825064873049e-13,4.7648996190504205e-12,4.398423802382556e-12,6.383947504483718e-14,1.2834387066961616e-12,1.0037732781589651e-12,5.511633285515642e-13,9.402266226791085e-13,8.395767480430623e-10,3.80680238489682e-13,2.1722631383985408e-12,5.24210677456481e-13,1.184392984270966e-10,2.5563534622603564e-12,1.8666520561994783e-12,2.3771186659099986e-13,7.204864185065342e-10
