DAREA,丹徒区,丹阳市,京口区,仪征市,六合区,兴化市,句容市,启东市,吴中区,吴江区,嘉定区,天宁区,太仓市,奉贤区,如东县,如皋市,姑苏区,姜堰区,宜兴市,宝山区,宝应县,崇川区,崇明区,常熟市,广陵区,建邺区,张家港市,徐汇区,惠山区,扬中市,新北区,新吴区,昆山市,普陀区,杨浦区,松江区,栖霞区,梁溪区,武进区,江宁区,江都区,江阴市,泰兴市,浦东新区,浦口区,海安市,海门市,海陵区,润州区,港闸区,溧水区,溧阳市,滨湖区,玄武区,相城区,秦淮区,虎丘区,虹口区,通州区,邗江区,金坛区,金山区,钟楼区,锡山区,长宁区,闵行区,雨花台区,青浦区,靖江市,静安区,高淳区,高港区,高邮市,黄浦区,鼓楼区
嘉定区,4.173813915934023e-12,4.026798557440049e-12,6.218833779704894e-13,1.1966061408932113e-12,8.009969317098971e-13,5.778331256283349e-12,4.899767691825153e-12,7.630758957015223e-12,4.75294796527941e-12,9.252191173272906e-12,,3.249061336055384e-12,3.68081667293658e-10,3.050318855978655e-11,6.146257903481292e-12,6.466817998963036e-12,1.2078986094714594e-11,2.1126374553212782e-12,5.017792779615011e-12,3.4673054045460495e-10,7.802695437106568e-12,2.7066761444908102e-11,8.433305734313708e-11,2.5711259474957806e-11,5.384130418188083e-13,2.633791977121369e-13,9.247845696022193e-12,4.756238818088258e-11,4.220097802636978e-12,1.4402694784209042e-12,3.2232859106550946e-12,6.6153324892012355e-12,2.2766749253523202e-10,3.4081023639985103e-10,4.2566157668578604e-11,6.090949424035472e-11,1.8644345241359753e-12,5.137413564911631e-12,2.3813274354572133e-12,2.0173749837182756e-12,1.473446002659815e-12,7.280405148871342e-12,3.764159224336833e-12,5.533123347424488e-11,2.0005777472162725e-12,8.937158042626917e-12,8.880863498144778e-12,1.2017127970272695e-12,4.860051448722752e-12,2.4974214619916354e-12,7.924104360178387e-13,2.486724864336076e-12,3.395332457075328e-12,2.3522552101243595e-12,5.46640936229658e-12,6.586482787145949e-13,3.451678361487329e-12,3.602335548132381e-11,7.1460368247071885e-12,6.946353175572137e-13,2.639182341220345e-12,3.7485920629815165e-11,2.454003233122638e-12,5.643599420925414e-12,1.7161905725038014e-10,1.1507908849457578e-10,3.788618934394722e-12,2.3796169660118093e-10,4.249869542156785e-12,6.625940739230023e-11,8.165011627426896e-13,1.474578435223795e-12,2.7894941235616032e-12,3.8895426867120665e-11,3.3303008112741447e-12
天宁区,1.5781613130075812e-11,1.1461888640335703e-10,5.579839821308776e-12,8.084352731243473e-12,3.764584293521926e-12,1.4333086070315992e-11,2.893297795861049e-11,1.2366759377143624e-12,2.4616599254400744e-12,3.416035979109261e-12,2.5193790195224528e-12,,3.2328107267100697e-12,4.713242601325484e-13,3.610829369531338e-13,2.72490999527813e-12,7.749631642184077e-12,6.028399688343196e-12,9.683319264928632e-11,6.585992900029827e-13,1.9916516898796656e-11,2.0854156756980586e-12,3.243491862972822e-13,7.706611502621995e-12,4.1331062504924716e-12,1.2659818552440273e-12,1.2283221087781993e-11,5.894587934944967e-13,3.26414836686783e-11,2.9332699185777106e-11,1.1004053316299917e-09,1.0891830832634082e-11,4.347647114643016e-12,1.4227372457656488e-12,1.7418855775426484e-13,1.0098212757580203e-12,4.566428743067683e-12,1.615055447231675e-11,1.2348113667800722e-09,6.1650406391446226e-12,9.212736379847342e-12,2.572869814838822e-10,2.5704087515402164e-11,8.489348963637915e-13,2.7798584605890288e-12,2.3509428751578317e-12,9.844088552396356e-13,7.641274022124951e-12,1.1886969287749488e-11,5.868782537061813e-13,5.247777015240848e-12,7.63923931667332e-11,9.151330873568637e-12,3.675887930468156e-12,4.6438650976549095e-12,1.7151095756444534e-12,3.6003910963928394e-12,2.632679349687514e-13,7.592459852381234e-13,5.909103663007496e-12,2.4924793781740006e-10,3.813400149157718e-13,1.3911181281073e-09,9.521509002226546e-12,6.691265496197595e-13,1.3762085470027062e-12,3.4178757128469715e-12,1.0094802930681766e-12,3.751186361068069e-11,2.2979321164940934e-12,5.372433106427286e-12,1.4553697590844587e-11,8.462083138446329e-12,1.066579279915099e-12,3.2118250913572575e-12
太仓市,4.045700320278685e-12,9.970395767506983e-12,1.877299297823951e-12,2.142550164085143e-12,1.444232383512154e-12,1.8184286303076532e-11,9.979707010214245e-12,1.3705876117878641e-11,3.5481335752691026e-11,3.7347150246222014e-11,3.5186280538369915e-10,6.538697104988025e-12,,1.593200834378141e-11,4.051845616441344e-11,5.03522413407592e-11,8.671841323675602e-11,9.825259224169717e-12,9.504233406782237e-12,1.112077283159015e-10,1.4715432178029093e-11,1.8726955801230184e-10,5.174583189879539e-10,9.138561540814947e-10,1.1217927458940606e-12,3.273822716312699e-13,8.285782537709173e-11,6.299557944979109e-12,1.2050458894807039e-11,6.095427806449503e-12,9.501289811718106e-12,1.4101399654895468e-11,7.594005253217361e-10,1.4651065628260704e-11,6.768826670949521e-12,1.7684789044765066e-11,1.3849078733198572e-12,5.860072649665578e-12,1.1082562025390071e-11,2.721264909203185e-12,3.186443483241999e-12,5.469009414890475e-11,1.6781049661435348e-11,2.1362360314951202e-11,1.2232871867043812e-12,8.10314027014708e-11,1.65123478307397e-10,5.937293974462204e-12,1.9373724484081318e-12,1.6911115539892165e-11,1.6885233861269847e-12,4.592368438267691e-12,6.8460319573775435e-12,9.18930713825824e-13,5.59225624486609e-11,5.911110678613582e-13,2.0822706162034252e-11,4.9336588672595435e-12,5.716977175628015e-11,1.4111024060710665e-12,9.279193567373639e-12,2.1871251001844535e-11,2.739084399926685e-12,2.1552604217524183e-11,1.828069479707605e-11,1.2696935084190984e-11,1.374668515653547e-12,3.856660539454835e-11,2.1866729374713435e-11,9.123996481162905e-12,6.37947781422142e-13,7.373542303349533e-12,5.745913549391735e-12,5.768213478351742e-12,4.888200880490147e-13
奉贤区,5.22475181318949e-13,1.0229346399881157e-12,1.5687337386667877e-13,8.300881406274437e-13,8.54851105676696e-14,2.004220137495409e-12,9.296352611709164e-13,1.8009977716895498e-11,1.8553602499034844e-12,8.731686387546538e-12,3.544652105383404e-11,9.757058572127103e-13,2.264504075319239e-11,,1.2791015240258976e-12,1.8562944596629657e-12,2.5790508445995455e-12,5.583013132055364e-13,3.5863335688453757e-12,2.626636480255516e-11,1.1198784558851796e-12,4.882466542746595e-12,3.3575624711559707e-11,5.550985549901368e-12,1.493992937189267e-13,1.660969918758731e-13,2.4405840780220575e-12,5.91628616175853e-11,2.1004416314686566e-12,6.660785992916282e-13,8.130909325661213e-13,3.3906502622308125e-12,1.783520636694618e-11,2.3908460296543905e-11,2.4887529570667487e-11,1.6383140103753336e-10,7.28654683605111e-14,8.977597992274662e-13,1.1491699053331662e-12,8.785829796427482e-13,5.110662610129365e-13,1.898475652068143e-12,3.686407051065523e-13,3.627230396931678e-10,5.309862215425723e-13,1.4805313223784113e-12,2.5572606031349554e-12,9.807419276340239e-14,4.816325263062731e-13,3.849925341906755e-13,,1.5054948236229762e-12,1.3845062854730129e-12,6.527057105676681e-14,1.6641411824290103e-12,2.716736388761139e-13,1.123919115905214e-12,1.7691164077417875e-11,1.3711460792439584e-12,1.541983834339502e-13,1.4646449738358073e-12,1.5110497853753457e-09,5.237991043713141e-13,2.2586403021586824e-12,2.777295195709972e-11,3.4042225094900756e-10,7.811287417473064e-13,5.5214134318449224e-11,8.628711924253641e-13,2.2906434846685507e-11,,,7.036646581107824e-13,3.857964372032054e-11,1.0683174664419526e-13
如东县,3.0158694007044584e-12,3.114544899801214e-12,1.5523130501421252e-12,9.582990782016588e-12,5.921320783721334e-12,5.949723011827072e-11,5.749402018560221e-13,6.767337673212566e-10,3.4423861953716135e-12,8.922036147685092e-12,8.481980801674725e-12,2.1240838871642634e-12,2.7849948138506946e-11,2.753573451736695e-12,,2.594263881923752e-09,3.737318572410884e-12,5.179287239598235e-11,6.262577109011375e-12,5.5751993158991145e-12,1.1081561509099586e-11,6.461418081097641e-10,2.6528806972957408e-11,6.37084116467049e-11,4.435063789454845e-12,9.86150249936205e-13,1.8285282518701235e-11,9.839256397663934e-13,1.8186483887102664e-12,3.2955321754586295e-12,1.0057248996946547e-12,1.928252126164694e-12,1.1824068265104662e-11,1.3853206946584731e-12,1.144851129889337e-12,2.441207165422204e-12,2.5235962693008517e-12,2.2882064826053716e-12,2.4164246095006816e-12,1.987168983224492e-12,1.0475559910061405e-11,9.633863573164223e-12,5.046150529923229e-11,2.373850817775126e-12,2.3883097002771743e-12,4.0929384325720085e-09,6.412498115158085e-10,2.8143804911768523e-11,1.702110884380147e-12,4.308687375430814e-10,1.977973852450634e-12,1.2414467392968258e-12,1.1695241412794355e-12,3.3908360157455553e-12,7.423745902739906e-12,6.109770467795458e-13,1.6924090451790273e-12,1.5380655267344578e-12,2.3493403642878396e-09,4.386799055947228e-12,2.4155230539023125e-12,3.341800422690881e-12,1.8511294567593953e-12,3.2283304887934525e-12,1.8439505600496293e-12,1.9784524310142534e-12,9.661903656495836e-13,2.336781693042559e-12,5.265341152166218e-11,1.4383921018829683e-12,,8.907454322611771e-12,6.96299062604135e-13,6.310051584102013e-13,1.982127890767014e-12
如皋市,3.4972307319909194e-12,6.109717687191746e-12,7.560323067739602e-12,1.1112526908302393e-11,1.2817316744355742e-11,2.2060901122461087e-10,7.778237898071193e-12,1.5117781103110677e-10,3.4359252439208873e-12,1.2197481021164203e-11,2.5920187151922438e-11,2.4033960966832653e-12,4.6598931045478386e-11,2.607673722553362e-12,2.3824556385878344e-09,,6.067362037982109e-12,2.0852660330601277e-10,6.778000835795292e-12,4.546784421833335e-12,1.499199767586796e-11,6.388462697008521e-10,2.255957434317976e-11,1.7505948492940238e-10,6.9334477223473275e-12,8.004844214216598e-13,2.923722157860224e-10,1.4832603427573557e-12,6.045576121885992e-12,2.050887946643688e-11,4.027443517355829e-12,3.547817504192559e-12,2.073622771566418e-11,2.832078361272314e-12,1.4455873479678036e-12,2.7522123213614116e-12,1.8533778915783073e-12,5.244418284317159e-12,5.7690476785875334e-12,3.0244462251817656e-12,2.4043788255204907e-11,3.519028635862842e-11,1.0626816166471982e-09,3.2574088818929442e-12,3.3603346229015635e-12,5.070481459559898e-09,1.3787154598680852e-10,1.0135861298633832e-10,4.052836292707223e-12,6.949597751134138e-10,2.6759567570434364e-12,1.679525634990058e-12,3.345271812413296e-12,4.019424362026816e-12,1.132167394571381e-11,6.612617875418448e-13,2.4858758478914374e-12,1.210655757990316e-12,1.088920091896599e-09,5.16069800681432e-12,4.5750702527366095e-12,3.6168378710207283e-12,2.8048740161357664e-12,4.165957790475516e-12,4.190994579582055e-12,2.6424347998050265e-12,1.132852430329499e-12,7.948612296318162e-12,1.377311811264212e-09,1.6865061444587577e-12,,6.48546575322529e-11,1.3564907837551257e-11,1.4085601537251135e-12,4.219013949680415e-12
姑苏区,6.8702371707291106e-12,1.140309115900187e-11,1.3955977081160362e-12,2.364412424886288e-12,1.0807161749004942e-12,3.910133535675478e-12,1.3248874198513609e-11,1.4244554736091507e-12,5.271029447212783e-10,3.165192799811074e-10,9.321579592025383e-12,6.73401074818073e-12,8.902011826534504e-11,2.6818822817490357e-12,2.6451910802223723e-12,2.6075072991127617e-12,,2.5487701644296083e-12,1.1285358980915546e-11,2.6678034619392063e-12,6.816660295875848e-12,1.3657008580768663e-11,1.8829392865556837e-12,1.183881059594579e-10,7.345058397889785e-13,5.521759989100532e-13,8.392681598201135e-11,2.4708728305947334e-12,1.7653567403497316e-11,3.5865817165194863e-12,1.093595123299042e-11,3.032858664603176e-11,3.380267166290711e-10,4.668670029508725e-12,1.4144959488673373e-12,4.1440394757921945e-12,4.605883394545584e-12,1.5865265922874908e-11,4.876291655595383e-12,2.7738575470028624e-12,2.051104706375167e-12,1.200041347095573e-11,4.545341668937638e-12,4.603365129342688e-12,2.5992366174389304e-12,2.859558346554343e-12,3.0478791555470773e-12,1.7679618173233135e-12,8.730607599439251e-12,1.33395579197673e-12,1.5910975449454472e-12,3.201488399093485e-12,1.514725698782111e-11,4.049400202814966e-12,5.146024993711237e-10,1.0696802001510914e-12,5.922605434427018e-10,1.2239994412190379e-12,2.049490361245668e-12,1.7237751301273275e-12,4.571918880895521e-12,3.768709259871551e-12,4.265727325832361e-12,2.0387381630527925e-11,3.4796195342484594e-12,5.7424832256178335e-12,5.303322403624981e-12,1.1815416558121285e-11,5.050255992368652e-12,6.9026199122921506e-12,1.379083437439976e-12,3.180287258163999e-12,2.504013931583463e-12,4.0308256741470286e-12,3.4702497746789363e-12
姜堰区,1.1306010884662615e-11,2.9223765433815337e-11,1.5631105904651405e-11,3.341869406000428e-11,1.910067548725485e-11,4.5091324230136354e-09,2.1754084912590935e-11,5.878925699548451e-12,6.48915773246179e-12,7.450924766121745e-12,3.0449124961770204e-12,7.659823960946268e-12,6.251461620189541e-12,5.601468058873751e-13,4.570236173092598e-11,2.6268632400810117e-10,7.168218132464786e-12,,2.739029717311802e-11,3.833703216717376e-13,3.832261011743766e-11,7.94803285641019e-12,3.8547381508751077e-13,1.0715967739381151e-11,4.105031229043048e-11,1.705168153174363e-12,3.284557403620136e-11,1.7156183638855434e-13,1.950213984591079e-11,9.854806220289456e-11,1.6203527933113982e-11,1.9298969497902758e-11,3.607973885960089e-12,9.863330016260222e-13,,9.311316868255579e-13,4.510265944757122e-12,2.5875175066099485e-11,9.975820401878736e-12,7.124741691535244e-12,2.973840347779915e-10,9.010054705585725e-11,1.492281064615381e-09,9.57179905075615e-13,8.453666074065386e-12,1.6741561036349444e-09,4.562702873811684e-12,5.1511678787232204e-09,9.556571842159999e-12,1.115963703343693e-11,4.828441681322172e-12,8.71269247290098e-12,1.4376617438847396e-11,1.4189805332651952e-11,7.495977152802605e-12,2.9829181365026283e-12,7.524955337480054e-12,2.559940437173866e-13,8.280189010866824e-12,4.993483857527832e-11,8.353439012035249e-12,3.3990355904665603e-13,6.213351655921188e-12,1.5912938605130458e-11,6.30178747002849e-13,7.963718521058503e-13,3.341310396698966e-12,8.149041803458235e-13,3.6345170144485245e-10,6.949380666842621e-13,8.209137981949816e-12,1.1959216761064333e-09,9.008617017663299e-11,,6.6127289036868955e-12
宜兴市,5.280410412129269e-11,7.620719404743225e-11,9.067834368554371e-12,3.078092015972431e-11,3.859839898706899e-11,2.720191046655362e-11,5.297577942781366e-11,2.6543606345796873e-12,9.881504892120685e-12,2.567086215035208e-11,1.869716158863764e-12,8.496066686124203e-11,8.891071024872435e-12,1.6186158705802442e-12,3.720079498032021e-12,4.858884575456522e-12,6.990800688277038e-12,1.5831441830216782e-11,,1.0385602495943494e-12,4.885503776409226e-11,5.278672996292414e-12,8.354069347124103e-13,1.8757741136323165e-11,9.776384345385462e-12,8.477857108961995e-12,2.7682517629139118e-11,5.887029811503271e-13,2.370988456413699e-10,4.1407480700704925e-11,8.211614951349359e-11,1.4179739655734053e-10,8.832886595172647e-12,1.5607884425743227e-12,6.168897933441259e-13,1.4349995489804108e-12,1.4145562935297085e-11,1.298380546465886e-10,8.995093096130841e-10,6.800562009247723e-11,1.4492023556523594e-11,1.0724332396149981e-10,2.3855059705359963e-11,1.3829469070179709e-12,3.000847285242198e-11,4.844147145094389e-12,2.7890317623806736e-12,1.6536466064180206e-10,1.6809092192069578e-11,1.6795416232837586e-12,6.12161553218971e-10,3.678223116747797e-09,2.9949316619832467e-10,1.0179628337922263e-11,1.32700837590506e-11,1.713130323864456e-11,6.928337676096557e-12,5.547956592538616e-13,1.1503204643723546e-12,1.8667289885175736e-11,6.091378800281407e-10,1.964389654130229e-12,1.0731759623059757e-10,1.173647863880614e-10,1.4958067459821455e-12,1.4475405865666647e-12,1.2828562569088235e-10,2.4038276084828556e-12,4.423054595987115e-11,9.247886357507805e-13,1.6011914368081035e-10,2.07060521893511e-11,2.118133325324101e-11,6.954746589222395e-13,8.214250031869226e-12
宝山区,6.447593752365238e-13,1.2446950463422917e-12,2.3758680688953403e-13,2.3281101975509086e-13,4.315611153071831e-13,8.993831111405581e-13,1.7208215958046622e-12,2.9078391458096336e-11,1.909737323897182e-12,5.35039299661766e-12,3.491949504661521e-10,8.537934722597724e-13,1.16716007146868e-10,2.3475981039952674e-11,2.7982012291352764e-12,1.5827042771762982e-12,2.901812535396421e-12,9.395052768232987e-13,2.0945192005092284e-12,,2.1357928410003902e-12,9.130674560618592e-12,2.590873658745313e-10,1.2311951183393037e-11,1.676053431873051e-13,6.708162634369183e-14,3.215191658665466e-12,6.200614225513438e-11,1.7142846266481213e-12,4.4834883530583874e-13,1.1219759419578733e-12,2.557754894173026e-12,2.484446842523867e-11,2.725372001865364e-10,2.309746874978201e-10,3.9799055511592744e-11,2.942819172529467e-13,1.318467036924161e-12,1.0345907720475317e-12,4.900081515809613e-13,4.422952203702826e-13,2.9817579279508917e-12,8.271277641838869e-13,1.1497536646229995e-10,5.036314361263449e-13,1.9931416344200716e-12,7.980737834929949e-12,4.951155555717663e-13,7.178604592588392e-13,1.1143236013053652e-12,3.3637293834349687e-13,1.3933894899809757e-12,1.1819660008824611e-12,3.5147785314430476e-13,1.5700627628646387e-12,1.1637063934832418e-13,9.429202963668559e-13,2.1466189736966018e-10,2.467094291645636e-12,2.3353549837422044e-13,1.3145032610349641e-12,2.1709227773032974e-11,6.673799505327824e-13,2.1791385304356545e-12,8.495286264060367e-11,4.949457880311069e-11,7.33916664490934e-13,5.804944591314757e-11,1.210027660881864e-12,3.1509697242027016e-10,3.0500737604430354e-13,7.711687965069123e-13,7.578378413487413e-13,6.57692718484026e-11,4.314615953662459e-13
宝应县,3.844408439837562e-11,3.9982836928364127e-11,3.6588660111062505e-11,1.002608653900405e-10,4.699738033236169e-11,7.661118872630117e-10,5.8078192120101884e-12,,9.015385027590763e-12,1.6602322040598922e-11,1.008019123438271e-11,1.397933770415691e-11,1.023995152258434e-11,1.931632863616292e-12,,3.195630375957065e-11,1.1056211858249244e-11,5.115647037349105e-11,3.602424258047528e-11,2.1152475158097638e-12,,5.658491341633673e-12,,2.3877565935815773e-11,1.352334498426068e-10,2.213711327048159e-12,3.13659702773774e-11,1.4198898338538382e-12,1.7933857739323333e-11,9.987049968312744e-11,2.0657520608858526e-11,3.019158609376922e-11,1.2349720739819034e-11,3.4984908514223193e-12,8.566544209613288e-13,1.3700062323453905e-12,8.193977492913599e-12,1.563631973939478e-11,1.6033867592997323e-11,7.318499088323158e-12,8.483842867245472e-10,6.933871237027429e-11,2.651069021477353e-10,1.1418907103741364e-12,7.6398249017237e-12,3.083165558666453e-11,9.682590047782484e-13,8.577945422409483e-11,5.960605035617393e-11,6.41389049360225e-12,1.6650593261745532e-12,1.9855958613622986e-11,1.2376646558696794e-11,2.4466348839967556e-12,8.862661815133424e-12,2.6744679908199876e-12,1.0718951252638409e-11,7.062241577204712e-13,1.0103630415660823e-11,4.0556681987481813e-10,1.694490376059401e-11,1.875419452797304e-12,1.0284658914958991e-11,1.2124722141117393e-11,8.692535348727771e-13,2.0552512179254777e-12,4.337810707164859e-12,5.245610497043155e-12,1.9286784728164865e-10,3.9352272468861885e-12,3.774496385883348e-12,1.8404916388050346e-10,1.033256195896895e-08,3.9838533099417426e-13,4.227009033913673e-12
崇川区,3.663958663207222e-12,2.3543886100745106e-12,1.5401469942670446e-12,6.209231224137775e-12,3.596885624105117e-12,8.037367995431874e-11,3.47693215226444e-12,5.859793688915128e-10,3.70092772301403e-12,1.0027955120522465e-11,9.853447678678507e-12,1.9705901144328723e-12,3.532982985484198e-11,1.6045036318340444e-12,9.647677203434054e-10,7.338469332649354e-10,6.0539229615851635e-12,4.685184989168457e-11,5.128599013225563e-12,3.4279745584583396e-12,1.954615321205844e-11,,4.5957110966397334e-11,2.3045850394165292e-10,3.6785614687394e-12,6.833419461652683e-13,1.7128109812790505e-10,1.6203828331619828e-12,1.816669759201814e-12,7.785009194410202e-12,1.5205221468218708e-12,2.7694974641782667e-12,1.2021062799473589e-11,2.7198376673005444e-12,9.85630025443876e-13,2.076063870086702e-12,6.813109945221016e-13,3.281402927500449e-12,2.6056712645679875e-12,1.4786960995079347e-12,1.2356099092307736e-11,1.0787291316182315e-11,8.801049012586789e-11,3.220438496018453e-12,1.6248628300140234e-12,5.083970722170588e-10,8.699274274672103e-10,1.898229525396587e-11,1.80135552752312e-12,3.6240423881302086e-09,7.476082797092124e-13,3.1672724362727413e-12,4.704581321519554e-12,3.600750756341619e-12,1.1070664747839242e-11,6.235082660271881e-13,1.873331842068836e-12,1.0834018440590144e-12,2.0530664903164637e-09,3.171948577793589e-12,1.7498923520413928e-12,2.210406324925447e-12,1.5392637042896683e-12,2.6750570695974524e-12,2.2163071568733966e-12,2.5138444319860264e-12,9.738341299641327e-13,3.3226109689092335e-12,8.592493540626598e-11,2.0047622459316e-12,8.47370632823646e-13,1.6527540686102547e-11,1.868562873241625e-11,1.147776182349132e-12,3.371302655668612e-12
崇明区,,7.365280692307825e-13,7.341824699563003e-13,8.633093988066917e-13,,1.3201401131821053e-11,1.4502607960842465e-12,3.252318314532973e-09,4.341632162799476e-13,1.332558641478263e-12,8.259259474240183e-11,3.6531177652011467e-13,6.102485048432602e-10,2.474428840144319e-11,5.121627701495196e-11,2.8186554033189785e-11,1.1784022474311074e-12,2.177419846156951e-12,9.873168151155227e-13,2.391732577007089e-10,4.658790068996858e-12,6.424608808436139e-11,,6.090193240416198e-11,3.1075691394684836e-13,1.0364665185427604e-13,8.049908945853074e-12,1.932342785934992e-11,6.553512500688538e-13,,6.342239544931735e-13,1.459178774339587e-12,1.0770384554618055e-11,3.872970124669243e-11,1.0781252440699844e-10,2.5080349859279444e-11,2.2734493099684137e-13,6.790468140872082e-13,4.481854689024449e-13,3.9160502886072994e-13,1.1389710621021606e-12,1.5188117183622965e-12,6.901095749533028e-12,3.2572745639726233e-10,6.02440378327742e-13,2.771611564968918e-11,6.491855624237705e-10,1.835986600076545e-12,1.9320741621584183e-12,9.369370760883441e-12,,,5.267985779515665e-13,3.054725470151565e-13,9.363032545018374e-13,,4.573956091256055e-13,4.620371313431458e-11,6.614544550390147e-11,4.811088383892741e-13,2.538770101513301e-13,1.7561544247416705e-11,1.167347695877061e-13,4.698068327788155e-13,1.97493448134881e-10,2.3333509735558377e-11,1.01548822261026e-13,1.992877599573158e-11,8.97404472996426e-12,4.883059322022577e-11,1.4137847443895332e-12,3.5745584057362063e-12,1.317287297337751e-12,2.2830690508688274e-11,
常熟市,5.939674148204484e-12,1.4701628756844357e-11,1.6283121013603574e-12,3.9661585471664194e-12,2.788711143293354e-12,1.6950899600469263e-11,1.4359249068979038e-11,3.512638248432669e-11,4.910851953859487e-11,1.0423737714048218e-10,2.723172203806642e-11,1.192165356206993e-11,7.982129364703469e-10,6.235242758346219e-12,6.153691665783511e-11,5.590760960811744e-11,1.2083034572180033e-10,9.796391237998099e-12,3.222028355597074e-11,1.2692571239197493e-11,9.594494483625673e-12,3.7051250865193234e-10,6.272257169805632e-11,,1.6738067739189663e-12,4.925860815631735e-13,1.1097463981700005e-09,3.4684084366580255e-12,4.661504172946941e-11,9.876790769436253e-12,1.7080365770943357e-11,5.0007777073844126e-11,2.424154844736813e-10,5.4127693206201705e-12,2.795749341847366e-12,6.4018130380026216e-12,1.512655984610174e-12,2.2294608958226716e-11,1.8630615656020298e-11,3.3500217308000577e-12,4.54693593342684e-12,2.0697075391960367e-10,1.9557215616109426e-11,7.597258036920186e-12,1.1929704595166469e-12,1.0299950133937506e-10,1.408775829475441e-10,6.010983642251851e-12,1.5643888758308726e-12,2.5346946683858013e-11,2.173613257054313e-12,7.0692280278166984e-12,2.2265683086834054e-11,8.710644614215412e-13,7.538011537348754e-10,5.127116950197441e-13,5.518222224638684e-11,2.011470594526125e-12,8.148327399679155e-11,1.8673039842776277e-12,1.882239279819468e-11,7.789800543275313e-12,5.215007566803021e-12,3.8810700861416366e-10,4.200037446115338e-12,5.6435101894419205e-12,1.6087201258638723e-12,1.2761736634344338e-11,2.971256331315137e-11,3.831907922827697e-12,3.1355731064311034e-12,6.471723419446113e-12,7.512571335164948e-12,2.7263905277833726e-12,7.128583092402785e-13
广陵区,1.5232947005552904e-10,4.014771640673498e-11,1.1988891708595412e-10,3.78524870906332e-10,4.631304034052307e-11,5.111740977213284e-11,1.9973913279506223e-11,4.236282466184868e-12,4.3732451338710963e-13,8.26007062062338e-13,3.1083465376082705e-13,1.5284980042202967e-12,1.7596591119418075e-12,,2.319194849279105e-12,7.000715435765309e-12,5.634906476012305e-13,3.553104554013059e-11,8.606300371543284e-12,2.762519981972856e-13,1.197995323885195e-10,2.1708147576870723e-12,1.3888387500407055e-13,1.9799477486354716e-12,,1.915363046569403e-12,2.9585152222629743e-12,1.3907854786156325e-13,1.2567728175335284e-12,8.622950905466113e-11,5.041937355595956e-12,1.229547221415606e-12,7.703295310983155e-13,2.0306845230626033e-13,5.593966989355143e-14,8.946162479790534e-14,8.719627206047047e-12,1.5093844179702418e-12,2.4690780342854246e-12,7.072907480396841e-12,1.7025755458563758e-09,6.460761765719498e-12,4.2242789375667076e-11,1.8641411235921724e-13,9.137413669123866e-12,8.65724165127542e-12,3.28782828199791e-12,4.77987157285423e-11,5.486624204677852e-11,2.764265255507484e-12,4.349145549490527e-12,1.9107749013552484e-11,2.1674373772372622e-12,4.8639763621086934e-12,5.638939121791472e-13,2.9017636897413138e-12,4.607260695647621e-13,3.074436652405793e-14,1.835878045443468e-12,3.337140493364997e-09,9.737243205726791e-12,,3.3783005197918327e-12,1.528889375226457e-12,8.108913433597132e-14,1.851148018036097e-13,3.3991167464781334e-12,9.786834271112146e-14,1.8774113430174036e-11,2.7673796220834626e-13,7.887206852117517e-12,6.516665062534331e-11,4.3986036715525087e-10,1.7343083637109054e-13,4.503555379883066e-12
建邺区,8.782126015573181e-12,1.048657036962708e-11,3.785744132597516e-12,1.6244927486577086e-11,1.574629631133143e-10,3.0479913264471086e-12,5.390954699651255e-11,7.012916387138057e-13,3.6755146283254834e-13,2.39296066502141e-13,3.6322481067385167e-13,1.939926197891394e-12,2.3304097062303835e-13,2.338678901962168e-13,1.0750013754098043e-12,3.3876335078371605e-12,1.2826352205370687e-12,1.5081937300858344e-12,9.194208506714712e-12,8.003081277164437e-14,3.495829165086892e-12,3.3642738093789064e-13,9.196563361389189e-14,3.605455711513584e-13,2.6547047278362507e-12,,8.539488629479828e-13,2.1488726326387534e-13,7.187228312882359e-13,6.717547249408536e-12,1.815758248190101e-12,8.984024657205498e-13,6.057367283101516e-13,3.361678755505321e-13,9.260483237815818e-14,1.1847876520476537e-13,1.581269995319569e-10,1.9989576811778946e-12,2.048880651578509e-12,3.4667036870437175e-10,3.1556413296103707e-12,1.0870745599903875e-12,3.0096650450445508e-12,3.209414994266172e-13,6.169505495959925e-10,4.26613706931598e-12,2.512064439768193e-13,2.8259986328357663e-12,7.434747808847519e-12,1.275755217873122e-12,9.748467703232114e-11,1.5363994952903827e-11,1.046012186963381e-12,2.1377249286017922e-10,1.1988017881868844e-12,6.018857016474894e-10,4.341550980637664e-13,2.0358195991866196e-13,4.1788836278307794e-13,5.498474731304582e-12,5.861612091010188e-12,2.4328069730167853e-13,1.4015134609996149e-12,1.2654932053318593e-12,5.58431291099753e-13,9.315978567992012e-13,9.128462057445002e-10,1.9441834009684727e-13,1.864766414129533e-12,7.766282653488853e-13,1.4395129619515903e-10,4.951848477795461e-12,1.926222934369207e-12,4.0194636447935217e-13,8.347129537629183e-10
